事業所番号,求人番号,都道府県,職安管轄コード,産業分類コード,職業分類コード,職業細分類コード,受付番号,事業所名,事業所名フリガナ,郵便番号,所在地,事業内容,従業員数(全体),従業員数(就業場所),従業員数(男性),従業員数(女性),資本金(億円),職種,備考,休日日数,給与(円),賞与(基本給、円),賞与(平均、万円),交代制,鉄道路線,最寄駅,求人Ｍ,求人Ｆ,求人ＭＦ,就業場所,職種分類,応募先郵便番号,応募先,採用担当部署,採用担当者,採用担当TEL,採用担当FAX,前年度事業所紐づけ
0804-200856-9,08040-425259,茨城県,0804,489,88,4,250360,日立建機ロジテック　株式会社,ヒタチケンキロジテック,476-0002,愛知県東海市名和町３番割下７０番４,建設機械本体及び部品の荷役、梱包並びに輸送,501,9,8,1,3.6,建設機械部品の出荷＜東海市＞,,126,205600,6.10,0.00,なし,名鉄常滑線,名和,1,,,東海市,"技能（検査・管理）",300-0013,茨城県土浦市神立町６５０,総務部　人事・総務グループ　人事勤労係,飯田・弓戸,029-832-2694,029-832-0018
2307-201217-1,23070-103959,愛知県,2307,832,50,1,250361,医療法人　榊原,サカキバラ,470-2357,愛知県知多郡武豊町字向陽５－２,整形外科・内科・介護老人保健施設の運営,218,138,28,110,0.92,介護職員（老健入所）（武豊町）,,111,160000,3.50,0.00,シフト,名鉄河和線,富貴,,,1,武豊町,介護,470-2357,愛知県知多郡武豊町字向陽５－２,事務長,竹内　有三,0569-89-9192,0569-73-8878,230363　医療法人　榊原　介護職員（老健入所）（武豊町）
2307-204582-6,23070-98659,愛知県,2307,854,50,1,250362,スリーエスメディカル　有限会社,スリーエスメディカル,470-2357,愛知県知多郡武豊町字向陽５丁目３番地,介護保険サービス事業所・不動産賃貸業,26,26,7,19,0.03,介護職員,,111,155000,3.50,0.00,なし,名鉄河和線,富貴,,,1,常滑市,介護,470-2357,愛知県知多郡武豊町字向陽５丁目３番地,総務課　,採用担当,0569-89-9192,0569-73-8878,230364　スリーエスメディカル　有限会社　介護職員
2307-204174-3,23070-22659,愛知県,2307,441,82,1,250363,マーメイドデリバリー　有限会社,マーメイドデリバリー,475-0941,愛知県半田市滑楚町１３ー１,貨物自動車運送業・流通倉庫業,46,41,24,17,0.03,配送ドライバー・免許取得支援あり,,107,194000,3.00,0.00,シフト,名鉄河和線,住吉町,,,1,半田市,"技能（その他）",475-0941,愛知県半田市滑楚町１３ー１,管理部　係長,松岡　拓弥,0569-84-2690,0569-84-6777
23070-615188-5,23070-575859,愛知県,2307,311,71,5,250364,株式会社　カニエ,カニエ,476-0002,愛知県東海市名和町中埋田３６ー１,工作機械修理及製造,28,28,24,4,0.4,NC工作機械オーバーホール技術者,,108,186180,0.00,44.00,なし,名鉄常滑線,名和,1,,,東海市,"技能（機械、製造、技術）",476-0002,愛知県東海市名和町中埋田３６ー１,"代表取締役",蟹江　武志,052-601-8111,052-604-6868
23070-615188-5,23070-593059,愛知県,2307,311,75,2,250365,株式会社　カニエ,カニエ,476-0002,愛知県東海市名和町中埋田３６ー１,工作機械修理及製造,28,28,24,4,0.4,NC工作機械電気制御技術者,,108,186180,0.00,44.00,なし,名鉄常滑線,名和,1,,,東海市,"技能（機械、製造、技術）",476-0002,愛知県東海市名和町中埋田３６ー１,"代表取締役",蟹江　武志,052-601-8111,052-604-6868
2302-625583-4,23020-1245159,愛知県,2302,106,69,99,250366,中部飼料　株式会社,チュウブシリョウ,478-8502,愛知県知多市北浜町14-6,畜水産用配合飼料や有機質肥料、畜産物の販売製造,427,46,38,8,47,製造職（愛知県知多市）,,123,205500,5.00,0.00,3交代,名鉄常滑線,朝倉,,,1,知多市,"技能（機械、製造、技術）",460-0003,愛知県名古屋市中区錦2-13-19　瀧定名古屋ビル5階,総務人事部　人事次長,田中　俊雄,052-204-3051,052-204-3080,240081　中部飼料　株式会社　本社　製造職（愛知県知多市）
3801-622750-0,38010-375959,愛媛県,3801,882,39,1,250367,オオノ開發　株式会社,オオノカイハツ,478-0046,愛知県知多市北浜町１１ー１,解体工事の請負施工、土木工事の請負施工など,565,26,21,5,0.7,施工管理社員（工務部）愛知県,,124,155000,0.00,35.00,なし,名鉄常滑線,朝倉,,,1,知多市,"技能（その他）",791-0242,愛媛県松山市北梅本町１８４,総務人事部,中西　冬弥,089-976-1234,089-976-8700
3801-622750-0,38010-378359,愛媛県,3801,882,89,2,250368,オオノ開發　株式会社,オオノカイハツ,478-0046,愛知県知多市北浜町１１ー１,解体工事の請負施工、土木工事の請負施工など,565,26,21,5,0.7,設備管理（動力管理室）愛知県,,124,155000,0.00,35.00,なし,名鉄常滑線,朝倉,,,1,県外,"技能（検査・管理）",791-0242,愛媛県松山市北梅本町１８４,総務人事部,中西　冬弥,089-976-1234,089-976-8700
3801-622750-0,38010-373759,愛媛県,3801,61,89,5,250369,オオノ開發　株式会社,オオノカイハツ,478-0046,愛知県知多市北浜町１１ー１,解体工事の請負施工、土木工事の請負施工など,565,26,21,5,0.7,重機オペレーター候補生（愛知県）,,124,140000,0.00,35.00,なし,名鉄常滑線,朝倉,,,1,知多市,"技能（機械、製造、技術）",791-0242,愛媛県松山市北梅本町１８４,総務人事部,中西　冬弥,089-976-1234,089-976-8700
2307-618987-3,23070-388759,愛知県,2307,929,38,3,250370,株式会社シンクブレーン,シンクブレーン,478-0054,愛知県知多市つつじが丘2-18-11,経営コンサルティング、保険代理店、セミナー企画室、広告物の企画・制作,16,13,2,11,0.01,事務職,,120,200000,5.00,5.00,なし,名鉄常滑線,朝倉,,,1,知多市,事務,478-0054,愛知県知多市つつじが丘2-18-11,"代表取締役",塩出　貴臣,0562-57-3860,0562-57-3861,240295　株式会社シンクブレーン　事務
2307-180230-0,23070-532659,愛知県,2307,61,92,1,250371,株式会社　八島建設,ヤシマケンセツ,477-0032,愛知県東海市加木屋町白拍子25番地,建設業（土木一式工事）,15,10,9,1,0.2,土木の現場作業及び現場管理補助、土木施工管理,,110,232000,3.00,0.00,なし,名鉄河和線,高横須賀,1,,,東海市,"技能（その他）",477-0032,愛知県東海市加木屋町白拍子25番地,"代表取締役",中村　宗雄,0562-32-2052,0562-33-4598,230224　株式会社　八島建設　土木の現場作業及び現場管理補助、土木施工管理
2307-206121-1,23070-549659,愛知県,2307,761,55,8,250372,旬彩料理　懐仙,シュンサイリョウリ　カイセン,477-0034,愛知県東海市養父町３丁目６４番地,日本料理,19,19,10,9,0,調理師及び調理補助、配膳,,112,215000,2.00,44.00,2交代,名鉄常滑線,尾張横須賀,,2,,東海市,"技能（食品製造・調理）",477-0034,愛知県東海市養父町３丁目６４番地,総料理長,久野　晃敬,0562-32-0142,0562-33-0142,240205　旬彩料理　懐仙　調理師及び調理補助、配膳
2301-501675-8,23010-238759,愛知県,2301,761,56,3,250373,株式会社　木曽路,"キソジ",466-8507,名古屋市昭和区白金三丁目１８番１３号,木曽路、大将軍、くいどん、鈴のれん等の経営,12132,62,22,40,126,接客・調理担当,,115,134000,0.00,66.00,2交代,JR東海道本線,金山,,,1,名古屋市中区、瀬戸市、名古屋市名東区,"技能（食品製造・調理）",466-8507,名古屋市昭和区白金三丁目１８番１３号,人事部　部長,近藤　隆文,052-872-1816,082-872-2885
2301-501675-8,23010-244559,愛知県,2301,761,55,8,250374,株式会社　木曽路,"キソジ",466-8507,名古屋市昭和区白金三丁目１８番１３号,木曽路、大将軍、くいどん、鈴のれん等の経営,12132,62,22,40,126,調理師補助（スクール社員）,,115,134000,0.00,66.00,2交代,JR東海道本線,金山,,,1,名古屋市中区、県外,"技能（食品製造・調理）",466-8507,名古屋市昭和区白金三丁目１８番１３号,人事部　部長,近藤　隆文,052-872-1816,082-872-2885,220221　株式会社　木曽路　調理師補助（スクール社員）
2307-180180-0,23070-156159,愛知県,2307,219,71,2,250375,株式会社　トウチュウ,トウチュウ,470-3235,愛知県知多郡美浜町野間北向井８６ー１,鋳物用珪砂とガラス用珪砂の製造、耐熱耐圧の特殊鋳物の鋳造など,538,407,358,49,8.9,"技能職",,120,186000,3.90,0.00,2交代,名鉄知多新線,野間,1,,,美浜町、西尾市,"技能（機械、製造、技術）",470-3235,愛知県知多郡美浜町野間中新田５,総務部人事部,小島・神谷,0569-87-1111,0569-87-1126
2302-643924-2,23020-1091959,愛知県,2302,433,88,1,250376,名鉄観光バス　株式会社,メイテツカンコウバス,454-0004,名古屋市中川区西日置二丁目３番５号　名鉄交通ビル７F,"一般貸切旅客自動車運送事業、旅行業、自家用自動車管理表",528,80,52,28,1,観光バスガイド,,105,177700,1.50,0.00,なし,名鉄名古屋本線,山王,,1,,岡崎市、豊田市、刈谷市,その他,454-0004,名古屋市中川区西日置二丁目３番５号　名鉄交通ビル７F,人事課　課長,池田　宗弘,052-228-8002,052-228-8001
2302-643924-2,23020-1092859,愛知県,2302,433,84,1,250377,名鉄観光バス　株式会社,メイテツカンコウバス,454-0004,名古屋市中川区西日置二丁目３番５号　名鉄交通ビル７F,"一般貸切旅客自動車運送事業、旅行業、自家用自動車管理表",528,80,52,28,1,観光バス運転士見習職,,105,153700,3.50,0.00,フレックス,名鉄名古屋本線,山王,,,1,岡崎市、豊田市、刈谷市,"技能（その他）",454-0004,名古屋市中川区西日置二丁目３番５号　名鉄交通ビル７F,人事課　課長,池田　宗弘,052-228-8002,052-228-8001
2302-622344-3,23020-721759,愛知県,2302,373,36,1,250378,シェアリングテクノロジー　株式会社,シェアリングテクノロジー,450-6319,名古屋市中村区名駅１ー１ー１　JPタワー名古屋１９F,街の専門業者と提携し、WEB事業の展開,173,173,43,130,1.4,電話受付事務（コネクト事業部）,,106,185400,1.00,0.00,シフト,JR東海道本線,名古屋,,,1,名古屋市中村区,事務,450-6319,名古屋市中村区名駅１ー１ー１　JPタワー名古屋１９F,管理部　人事総務課,篠田　美穂・山田　梓,052-414-5919,052-526-2000,220210　シェアリングテクノロジー　株式会社　電話受付事務
2311-614142-3,23110-628559,愛知県,2311,559,58,99,250379,Ｋｅｅｐｅｒ技研　株式会社,キーパーギケン,474-0046,愛知県大府市吉川町４ー１７,カーコーティング、洗車用ケミカルと機械等の開発、製造、販売,1315,9,7,2,13.4,カーコーティング技術スタッフ（愛知県内直営店舗）,,114,169200,2.00,0.00,シフト,名鉄河和線,高横須賀,,,1,名古屋市東区、一宮市、豊橋市,"技能（その他）",474-0046,愛知県大府市吉川町４ー１７,総務部,福本　陵司,0562-40-9067,0562-45-5267,220228　ＫｅｅＰｅｒ技研　株式会社　運営本部　カーコーティング技術スタッフ（愛知県内直営店舗）
2307-618458-9,23070-18359,愛知県,2307,783,53,3,250380,株式会社　TRACE,トレース,475-0833,愛知県半田市花園町２丁目１－１１,美容室、ネイルサロン、着付けなど,100,100,30,70,0.03,美容師アシスタント,,105,190000,0.00,10.00,なし,名鉄河和線,青山,,,1,半田市、西尾市、大府市,美容,475-0833,愛知県半田市花園町２丁目１－１１,求人担当,松崎　健介,0569-89-6722,0569-25-1074,240189　株式会社　TRACE　美容師アシスタント
2307-181626-6,23070-417559,愛知県,2307,761,38,3,250381,株式会社　まるは,マルハ,470-3412,愛知県南知多郡南知多町豊浜峠８,まるは食堂及び旅館、天然温泉梅乃湯、魚介類の卸、貸切バス事業,108,108,46,62,0.3,経理スタッフ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,事務,470-3412,愛知県南知多郡南知多町豊浜峠８,管理本部,鈴木　徳彦,0569-65-1315,0569-65-1777
2307-620194-5,23070-423159,愛知県,2307,761,38,3,250382,まるは知多　株式会社,マルハチタ,479-0882,愛知県常滑市りんくう町三丁目９番の５,まるは食堂運営、温泉施設の運営,80,45,15,30,0,経理スタッフ,,103,191600,1.00,0.00,シフト,名鉄空港線,りんくう常滑,,,1,常滑市,事務,479-0882,愛知県常滑市りんくう町三丁目９番の５,経理部,寺島　秋博,0569-38-8108,0569-38-8111
2307-181626-6,23070-418459,愛知県,2307,761,56,4,250383,株式会社　まるは,マルハ,470-3412,愛知県南知多郡南知多町豊浜峠８,まるは食堂及び旅館、天然温泉梅乃湯、魚介類の卸、貸切バス事業,108,108,46,62,0.3,旅館フロントスタッフ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,接客・販売,470-3412,愛知県南知多郡南知多町豊浜峠８,管理本部,鈴木　徳彦,0569-65-1315,0569-65-1777
2307-181626-6,23070-421059,愛知県,2307,761,55,1,250384,株式会社　まるは,マルハ,470-3412,愛知県南知多郡南知多町豊浜峠８,まるは食堂及び旅館、天然温泉梅乃湯、魚介類の卸、貸切バス事業,108,108,46,62,0.3,調理スタッフ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,"技能（食品製造・調理）",470-3412,愛知県南知多郡南知多町豊浜峠８,管理本部,鈴木　徳彦,0569-65-1315,0569-65-1777
2307-181626-6,23070-419759,愛知県,2307,761,56,3,250385,株式会社　まるは,マルハ,470-3412,愛知県南知多郡南知多町豊浜峠８,まるは食堂及び旅館、天然温泉梅乃湯、魚介類の卸、貸切バス事業,108,108,46,62,0.3,ホール・旅館サービススタッフ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,接客・販売,470-3412,愛知県南知多郡南知多町豊浜峠８,管理本部,鈴木　徳彦,0569-65-1315,0569-65-1777
2307-620191-7,23070-435759,愛知県,2307,760,56,3,250386,まるはリゾート　株式会社,マルハリゾート,470-3322,愛知県南知多郡南知多町山海高峯９ー１,バーベキュー場、和洋食レストランの運営、いちご狩り運営,30,30,15,15,0.1,リゾート施設のフロントスタッフ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,接客・販売,470-3412,愛知県南知多郡南知多町豊浜峠８,まるはリゾート内海店　店長,沼井　修,0569-64-0333,0569-62-0888
2307-620191-7,23070-430359,愛知県,2307,760,55,2,250387,まるはリゾート　株式会社,マルハリゾート,470-3322,愛知県南知多郡南知多町山海高峯９ー１,バーベキュー場、和洋食レストランの運営、いちご狩り運営,30,30,15,15,0.1,キッチン・パティシエ,,103,191600,1.00,0.00,シフト,名鉄知多新線,内海,,,1,南知多町,"技能（食品製造・調理）",470-3412,愛知県南知多郡南知多町豊浜峠８,まるはリゾート内海店　店長,沼井　修,0569-64-0333,0569-62-0888
